_id,name,address,moodKeywords
65ad3d815a419523bb3584a1,흑돼지대통령 칼국수대통령,"서울 강남구 테헤란로4길 35 2층(토,일요일은 11시30분부터 고기메뉴 식사 가능)","['깔끔한', '고급스러운']"
65ad3d815a419523bb3584a4,화로로,서울 강남구 역삼로3길 17,"['캐주얼한', '가성비좋은']"
65ad3d815a419523bb3584a6,켄홈1991,서울 강남구 역삼로 109 SK허브젠 1층 104호 켄홈1991,"['캐주얼한', '소박한']"
65ad3d815a419523bb3584a8,진심왕돈까스 역삼점,서울 강남구 테헤란로8길 16 지희빌딩 지상 1층,"['가성비좋은', '푸짐한']"
65ad3d815a419523bb3584a9,한라맥주 강남점,서울 강남구 봉은사로18길 90 1층,"['서민적인', '이국적/이색적']"
65ad3d815a419523bb3584aa,에머이 강남점,서울 강남구 테헤란로2길 27 2층 201호,"['캐주얼한', '시끌벅적한']"
65ad3d815a419523bb3584ab,남도애찬 강남본점,서울 강남구 역삼로3길 8,"['푸짐한', '깔끔한']"
65ad3d815a419523bb3584ad,교대이층집 강남CGV점,서울 강남구 강남대로94길 9 2층,"['서민적인', '시끌벅적한']"
65ad3d815a419523bb3584ae,오샐러드 강남점,서울 강남구 강남대로84길 15 1층 108호,"['서민적인', '캐주얼한']"
65ad3d815a419523bb3584af,양미당 강남 본점,서울 강남구 봉은사로18길 88 103호,"['고급스러운', '깔끔한']"
65ad3d815a419523bb3584b0,워너비대구,서울 강남구 테헤란로1길 28-5 2층,"['서민적인', '캐주얼한']"
65ad3d815a419523bb3584b1,스테이터 강남본점,서울 강남구 봉은사로4길 29 1층 스테이터,"['캐주얼한', '아담한']"
65ad3d815a419523bb3584b2,육랩 강남본점,서울 강남구 테헤란로1길 28-6 2층 육랩,"['푸짐한', '고급스러운']"
65ad3d815a419523bb3584b3,올리앤아보,서울 강남구 테헤란로4길 6 B109호,['조용한']
65ad3d815a419523bb3584b4,정통집 강남점,서울 강남구 강남대로96길 13 2층,"['시끌벅적한', '서민적인']"
65ad3d815a419523bb3584b9,회뜨는사나이 1호점,서울 강남구 강남대로102길 13-5,['친절한']
65ad3d815a419523bb3584bb,경성야시장,서울 강남구 강남대로98길 16,"['시끌벅적한', '서민적인']"
65ad3d865a419523bb3584c0,남다른감자탕 삼성역점,서울 강남구 테헤란로92길 13 1층,"['서민적인', '캐주얼한']"
65ad3d865a419523bb3584c1,대독장 삼성역점,서울 강남구 영동대로85길 9 2층,"['서민적인', '신선한']"
65ad3d865a419523bb3584c2,네모오징어 삼성역점,서울 강남구 테헤란로114길 26 1층,"['캐주얼한', '서민적인']"
65ad3d865a419523bb3584c3,강릉엄지네꼬막집 삼성역점,서울 강남구 테헤란로98길 28 성연빌딩 2층 1호,"['캐주얼한', '시끌벅적한']"
65ad3d865a419523bb3584c8,고기고샵 삼성역점,서울 강남구 테헤란로84길 16 세풍빌딩,"['시끌벅적한', '서민적인']"
65ad3d865a419523bb3584ca,한국수 삼성역점,서울 강남구 삼성로86길 8 2층,"['푸짐한', '서민적인']"
65ad3d865a419523bb3584cc,크라이치즈버거 삼성역점,서울 강남구 테헤란로 616 미래에셋벤처타워 B1층,"['캐주얼한', '시끌벅적한']"
65ad3d865a419523bb3584ce,후레쉬빌 삼성역본점,서울 강남구 테헤란로108길 19,"['캐주얼한', '시끌벅적한']"
65ad3d865a419523bb3584d0,파리크라상 삼성역점,서울 강남구 테헤란로 528 슈페리어타워 1층,"['고급스러운', '고급스러운']"
65ad3d865a419523bb3584d1,스타벅스 삼성역섬유센터R점,서울 강남구 테헤란로 518,"['캐주얼한', '시끌벅적한']"
65ad3d865a419523bb3584d2,맥도날드 삼성역점,서울 강남구 삼성로92길 29 도일빌딩,"['캐주얼한', '서민적인']"
65ad3d865a419523bb3584d3,샐러드박스 삼성역점,서울 강남구 영동대로86길 6 1층,"['지역주민이찾는', '캐주얼한']"
65ad3d865a419523bb3584d6,스타벅스 삼성역점,서울 강남구 테헤란로 620,"['캐주얼한', '시끌벅적한']"
65ad3d865a419523bb3584d8,뚜레쥬르 삼성역점,서울 강남구 영동대로85길 13 대치동송석빌딩,"['서민적인', '캐주얼한']"
65ad3d865a419523bb3584e4,둘둘치킨 삼성역점,서울 강남구 영동대로85길 6,"['서민적인', '캐주얼한']"
65ad3d875a419523bb3584e9,중앙해장,서울 강남구 영동대로86길 17 육인빌딩,"['시끌벅적한', '신선한']"
65ad3d875a419523bb3584eb,수백당 삼성점 24시,서울 강남구 선릉로 604 호산프라자 1층,"['푸짐한', '깔끔한']"
65ad3d875a419523bb3584ed,오성식당,서울 강남구 삼성로84길 6 1층 오성식당,"['서민적인', '깔끔한']"
65ad3d8a5a419523bb3584ef,고메램 삼성점,서울 강남구 삼성로96길 15 2층 고메램,"['조용한', '고급스러운']"
65ad3d8a5a419523bb3584f0,육성급,서울 강남구 테헤란로79길 25 1층,"['캐주얼한', '서민적인']"
65ad3d8a5a419523bb3584f5,황소곱창,서울 강남구 봉은사로82길 16 1층,['친절한']
65ad3d8a5a419523bb3584f7,세광양대창 삼성점,서울 강남구 테헤란로83길 29 2층,"['캐주얼한', '깔끔한']"
65ad3d8a5a419523bb3584f8,수미돈 삼겹살&회식 삼성점,서울 강남구 삼성로103길 12 1층,"['서민적인', '캐주얼한']"
65ad3d8a5a419523bb3584fb,교대이층집 삼성점,"서울 강남구 삼성로96길 9 2, 3층","['시끌벅적한', '숨은맛집']"
65ad3d8a5a419523bb3584fc,푸에르코 삼성,서울 강남구 테헤란로87길 35 2층,"['고급스러운', '조용한']"
65ad3d8a5a419523bb358503,지호한방삼계탕 삼성점,서울 강남구 영동대로115길 16,"['캐주얼한', '서민적인']"
65ad3d8a5a419523bb358504,교대밀밭 삼성점,서울 강남구 영동대로85길 9 서전빌딩 지하1층,"['캐주얼한', '시끌벅적한']"
65ad3d8a5a419523bb358506,임고집한우 본점,서울 강남구 테헤란로104길 11,"['신선한', '시끌벅적한']"
65ad3d8a5a419523bb358507,돈꼬레,서울 강남구 삼성로96길 13 ²층,['서민적인']
65ad3d8a5a419523bb358508,삼성숯불갈비,서울 강남구 테헤란로81길 34 1층 삼성숯불갈비,"['서민적인', '캐주얼한']"
65ad3d8a5a419523bb35850b,고든램지 스트리트 버거 무역센터점,서울 강남구 테헤란로 517 현대백화점 무역센터점 B1층,"['캐주얼한', '깔끔한']"
65ad3d8a5a419523bb35850c,무탄 코엑스점,서울 강남구 영동대로 513 스타필드 코엑스 B1층 H121호,['고급스러운']
65ad3d8a5a419523bb35850e,인터컨티넨탈 서울 코엑스 브래서리,서울 강남구 봉은사로 524 인터컨티넨탈 서울 코엑스 1층,"['고급스러운', '신선한']"
65ad3d8a5a419523bb35850f,노티드 삼성,서울 강남구 테헤란로103길 9 1층,"['예쁜', '시끌벅적한']"
65ad3d8a5a419523bb358510,파크 하얏트 서울 코너스톤,서울 강남구 테헤란로 606 파크 하얏트 서울 2층,"['고급스러운', '고급스러운']"
65ad3d8a5a419523bb358511,오마카세 오사이초밥 삼성점,서울 강남구 테헤란로83길 14 103호,"['숨은맛집', '조용한']"
65ad3d8a5a419523bb358514,하이보,서울 강남구 영동대로85길 13 대치동송석빌딩,['고급스러운']
65ad3d8a5a419523bb358515,정일면 삼성점 본점,서울 강남구 테헤란로83길 46 1층~2층,"['캐주얼한', '조용한']"
